TITLE,PX,PY,DEPTH_TYPE,DEPTH_FLAT,Mglob,Nglob,TOTAL_TIME,PLOT_INTV,PLOT_INTV_STATION,SCREEN_INTV,DX,DY,WAVEMAKER,Tperiod,Xc_WK,AMP_WK,DEP_WK,Yc_WK,Theta_WK,Delta_WK,PERIODIC,DIFFUSION_SPONGE,FRICTION_SPONGE,DIRECT_SPONGE,Csp,Sponge_south_width,Sponge_north_width,Sponge_west_width,Sponge_east_width,Cd,CFL,FroudeCap,MinDepth,VISCOSITY_BREAKING,Cbrk1,Cbrk2,FIELD_IO_TYPE,DEPTH_OUT,ETA,MASK,U,V,STATIONS_FILE,NumberStations,PI_1,PI_2,PI_3,PI_4,PI_5,THORN_1,EPSILON,TAU_1,k,L,kh,failed_checks,COMBO_NUM
DYNAMIC,32,1,FLAT,5.0,7630,3,450.0,1.0,0.1,25.0,0.19660551061044518,0.19660551061044518,WK_REG,3.0,68.81192871365582,0.25,5.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,55.04954297092465,55.04954297092465,0.0,0.1,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,70.0,0.05,150,0.45654768182167527,13.762385742731162,2.282738409108376,filter_L70,306
DYNAMIC,32,1,FLAT,5.0,7630,3,450.0,1.0,0.1,25.0,0.19660551061044518,0.19660551061044518,WK_REG,3.0,68.81192871365582,0.25,5.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,55.04954297092465,55.04954297092465,0.0,0.2,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,70.0,0.05,150,0.45654768182167527,13.762385742731162,2.282738409108376,filter_L70,307
DYNAMIC,32,1,FLAT,5.0,7630,3,450.0,1.0,0.1,25.0,0.19660551061044518,0.19660551061044518,WK_REG,3.0,68.81192871365582,0.25,5.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,55.04954297092465,55.04954297092465,0.0,0.3,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,70.0,0.05,150,0.45654768182167527,13.762385742731162,2.282738409108376,filter_L70,308
DYNAMIC,32,1,FLAT,5.0,7630,3,450.0,1.0,0.1,25.0,0.19660551061044518,0.19660551061044518,WK_REG,3.0,68.81192871365582,0.25,5.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,55.04954297092465,55.04954297092465,0.0,0.4,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,70.0,0.05,150,0.45654768182167527,13.762385742731162,2.282738409108376,filter_L70,309
DYNAMIC,32,1,FLAT,5.0,7630,3,450.0,1.0,0.1,25.0,0.19660551061044518,0.19660551061044518,WK_REG,3.0,68.81192871365582,0.25,5.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,55.04954297092465,55.04954297092465,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,70.0,0.05,150,0.45654768182167527,13.762385742731162,2.282738409108376,filter_L70,310
DYNAMIC,32,1,FLAT,5.0,7631,3,600.0,1.0,0.1,25.0,0.31711669515605967,0.31711669515605967,WK_REG,4.0,110.9908433046209,0.25,5.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,88.79267464369671,88.79267464369671,0.0,0.1,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,70.0,0.05,150,0.2830497147379543,22.19816866092418,1.4152485736897715,filter_L70,311
DYNAMIC,32,1,FLAT,5.0,7631,3,600.0,1.0,0.1,25.0,0.31711669515605967,0.31711669515605967,WK_REG,4.0,110.9908433046209,0.25,5.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,88.79267464369671,88.79267464369671,0.0,0.2,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,70.0,0.05,150,0.2830497147379543,22.19816866092418,1.4152485736897715,filter_L70,312
DYNAMIC,32,1,FLAT,5.0,7631,3,600.0,1.0,0.1,25.0,0.31711669515605967,0.31711669515605967,WK_REG,4.0,110.9908433046209,0.25,5.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,88.79267464369671,88.79267464369671,0.0,0.3,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,70.0,0.05,150,0.2830497147379543,22.19816866092418,1.4152485736897715,filter_L70,313
DYNAMIC,32,1,FLAT,5.0,7631,3,600.0,1.0,0.1,25.0,0.31711669515605967,0.31711669515605967,WK_REG,4.0,110.9908433046209,0.25,5.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,88.79267464369671,88.79267464369671,0.0,0.4,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,70.0,0.05,150,0.2830497147379543,22.19816866092418,1.4152485736897715,filter_L70,314
DYNAMIC,32,1,FLAT,5.0,7631,3,600.0,1.0,0.1,25.0,0.31711669515605967,0.31711669515605967,WK_REG,4.0,110.9908433046209,0.25,5.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,88.79267464369671,88.79267464369671,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,DYNAMIC,50,4,1.0,50.0,50.0,4,70.0,0.05,150,0.2830497147379543,22.19816866092418,1.4152485736897715,filter_L70,315
