Mglob,Nglob,DX,DY,TITLE,PX,PY,DEPTH_TYPE,DEPTH_FLAT,TOTAL_TIME,PLOT_INTV,PLOT_INTV_STATION,SCREEN_INTV,WAVEMAKER,Tperiod,Xc_WK,AMP_WK,DEP_WK,Yc_WK,Theta_WK,Delta_WK,PERIODIC,DIFFUSION_SPONGE,FRICTION_SPONGE,DIRECT_SPONGE,Csp,Sponge_south_width,Sponge_north_width,Sponge_west_width,Sponge_east_width,Cd,CFL,FroudeCap,MinDepth,VISCOSITY_BREAKING,Cbrk1,Cbrk2,FIELD_IO_TYPE,DEPTH_OUT,ETA,MASK,U,V,STATIONS_FILE,NumberStations,PI_1,PI_2,PI_3,PI_4,PI_5,THORN_1,EPSILON,TAU_1,k,L,kh,RESULT_FOLDER,ITER,COMBO_NUM,DEPTH_FILE
5450,3,0.7318673522442474,0.7318673522442474,input_00305,32,1,FLAT,10.0,750.0,1.0,0.1,25.0,WK_REG,5.0,182.96683806106185,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,146.37347044884947,146.37347044884947,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00305.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.17170284445432368,36.59336761221237,1.7170284445432369,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00305/,305,326,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00305.txt
3815,3,1.0455247889203534,1.0455247889203534,input_00306,32,1,FLAT,10.0,750.0,1.0,0.1,25.0,WK_REG,5.0,182.96683806106185,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,146.37347044884947,146.37347044884947,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00306.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.17170284445432368,36.59336761221237,1.7170284445432369,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00306/,306,327,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00306.txt
9265,3,0.5694847375945886,0.5694847375945886,input_00307,32,1,FLAT,10.0,900.0,1.0,0.1,25.0,WK_REG,6.0,242.03101347770016,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,193.62481078216013,193.62481078216013,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00307.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.12980124358646492,48.40620269554003,1.2980124358646492,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00307/,307,328,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00307.txt
5451,3,0.9681240539108006,0.9681240539108006,input_00308,32,1,FLAT,10.0,900.0,1.0,0.1,25.0,WK_REG,6.0,242.03101347770016,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,193.62481078216013,193.62481078216013,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00308.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.12980124358646492,48.40620269554003,1.2980124358646492,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00308/,308,329,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00308.txt
3815,3,1.3830343627297152,1.3830343627297152,input_00309,32,1,FLAT,10.0,900.0,1.0,0.1,25.0,WK_REG,6.0,242.03101347770016,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,193.62481078216013,193.62481078216013,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00309.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.12980124358646492,48.40620269554003,1.2980124358646492,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00309/,309,330,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00309.txt
9265,3,0.703778831455566,0.703778831455566,input_00310,32,1,FLAT,10.0,1050.0,1.0,0.1,25.0,WK_REG,7.0,299.1060033686155,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,239.28480269489242,239.28480269489242,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00310.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.10503275153986538,59.821200673723105,1.0503275153986538,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00310/,310,331,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00310.txt
5450,3,1.1964240134744621,1.1964240134744621,input_00311,32,1,FLAT,10.0,1050.0,1.0,0.1,25.0,WK_REG,7.0,299.1060033686155,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,239.28480269489242,239.28480269489242,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00311.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.10503275153986538,59.821200673723105,1.0503275153986538,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00311/,311,332,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00311.txt
3815,3,1.7091771621063745,1.7091771621063745,input_00312,32,1,FLAT,10.0,1050.0,1.0,0.1,25.0,WK_REG,7.0,299.1060033686155,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,239.28480269489242,239.28480269489242,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00312.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.10503275153986538,59.821200673723105,1.0503275153986538,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00312/,312,333,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00312.txt
9266,3,0.8340982632495559,0.8340982632495559,input_00313,32,1,FLAT,10.0,1200.0,1.0,0.1,25.0,WK_REG,8.0,354.4917618810613,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,283.59340950484903,283.59340950484903,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00313.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.08862244462097985,70.89835237621226,0.8862244462097985,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00313/,313,334,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00313.txt
5450,3,1.4179670475242452,1.4179670475242452,input_00314,32,1,FLAT,10.0,1200.0,1.0,0.1,25.0,WK_REG,8.0,354.4917618810613,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,283.59340950484903,283.59340950484903,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00314.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.08862244462097985,70.89835237621226,0.8862244462097985,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00314/,314,335,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00314.txt
3815,3,2.0256672107489218,2.0256672107489218,input_00315,32,1,FLAT,10.0,1200.0,1.0,0.1,25.0,WK_REG,8.0,354.4917618810613,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,283.59340950484903,283.59340950484903,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00315.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.08862244462097985,70.89835237621226,0.8862244462097985,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00315/,315,336,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00315.txt
9265,3,0.9614903565831694,0.9614903565831694,input_00316,32,1,FLAT,10.0,1350.0,1.0,0.1,25.0,WK_REG,9.0,408.63340154784703,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,326.9067212382776,326.9067212382776,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00316.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.07688046649368048,81.7266803095694,0.7688046649368048,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00316/,316,337,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00316.txt
5450,3,1.634533606191388,1.634533606191388,input_00317,32,1,FLAT,10.0,1350.0,1.0,0.1,25.0,WK_REG,9.0,408.63340154784703,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,326.9067212382776,326.9067212382776,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00317.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.07688046649368048,81.7266803095694,0.7688046649368048,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00317/,317,338,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00317.txt
3815,3,2.33504800884484,2.33504800884484,input_00318,32,1,FLAT,10.0,1350.0,1.0,0.1,25.0,WK_REG,9.0,408.63340154784703,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,326.9067212382776,326.9067212382776,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00318.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.07688046649368048,81.7266803095694,0.7688046649368048,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00318/,318,339,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00318.txt
9266,3,1.0867514436678092,1.0867514436678092,input_00319,32,1,FLAT,10.0,1500.0,1.0,0.1,25.0,WK_REG,10.0,461.8693635588189,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,369.4954908470551,369.4954908470551,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00319.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.06801907425474243,92.37387271176378,0.6801907425474243,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00319/,319,340,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00319.txt
5450,3,1.8474774542352757,1.8474774542352757,input_00320,32,1,FLAT,10.0,1500.0,1.0,0.1,25.0,WK_REG,10.0,461.8693635588189,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,369.4954908470551,369.4954908470551,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00320.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.06801907425474243,92.37387271176378,0.6801907425474243,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00320/,320,341,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00320.txt
3816,3,2.6392535060503937,2.6392535060503937,input_00321,32,1,FLAT,10.0,1500.0,1.0,0.1,25.0,WK_REG,10.0,461.8693635588189,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,369.4954908470551,369.4954908470551,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00321.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.06801907425474243,92.37387271176378,0.6801907425474243,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00321/,321,342,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00321.txt
9266,3,1.2104361837109525,1.2104361837109525,input_00322,32,1,FLAT,10.0,1650.0,1.0,0.1,25.0,WK_REG,11.0,514.4353780771548,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,411.54830246172384,411.54830246172384,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00322.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.06106875202347803,102.88707561543096,0.6106875202347803,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00322/,322,343,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00322.txt
5451,3,2.057741512308619,2.057741512308619,input_00323,32,1,FLAT,10.0,1650.0,1.0,0.1,25.0,WK_REG,11.0,514.4353780771548,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,411.54830246172384,411.54830246172384,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00323.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.06106875202347803,102.88707561543096,0.6106875202347803,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00323/,323,344,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00323.txt
3816,3,2.939630731869456,2.939630731869456,input_00324,32,1,FLAT,10.0,1650.0,1.0,0.1,25.0,WK_REG,11.0,514.4353780771548,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,411.54830246172384,411.54830246172384,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00324.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.06106875202347803,102.88707561543096,0.6106875202347803,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00324/,324,345,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00324.txt
9266,3,1.332929590581144,1.332929590581144,input_00325,32,1,FLAT,10.0,1800.0,1.0,0.1,25.0,WK_REG,12.0,566.4950759969862,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,453.196060797589,453.196060797589,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00325.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.05545666302678519,113.29901519939725,0.5545666302678519,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00325/,325,346,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00325.txt
5450,3,2.265980303987945,2.265980303987945,input_00326,32,1,FLAT,10.0,1800.0,1.0,0.1,25.0,WK_REG,12.0,566.4950759969862,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,453.196060797589,453.196060797589,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00326.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.05545666302678519,113.29901519939725,0.5545666302678519,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00326/,326,347,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00326.txt
3816,3,3.2371147199827783,3.2371147199827783,input_00327,32,1,FLAT,10.0,1800.0,1.0,0.1,25.0,WK_REG,12.0,566.4950759969862,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,453.196060797589,453.196060797589,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00327.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.05545666302678519,113.29901519939725,0.5545666302678519,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00327/,327,348,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00327.txt
9266,3,1.45450348710993,1.45450348710993,input_00328,32,1,FLAT,10.0,1950.0,1.0,0.1,25.0,WK_REG,13.0,618.1639820217204,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,494.53118561737625,494.53118561737625,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00328.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.05082134748962788,123.63279640434406,0.5082134748962788,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00328/,328,349,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00328.txt
5451,3,2.472655928086881,2.472655928086881,input_00329,32,1,FLAT,10.0,1950.0,1.0,0.1,25.0,WK_REG,13.0,618.1639820217204,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,494.53118561737625,494.53118561737625,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00329.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.05082134748962788,123.63279640434406,0.5082134748962788,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00329/,329,350,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00329.txt
3815,3,3.5323656115526876,3.5323656115526876,input_00330,32,1,FLAT,10.0,1950.0,1.0,0.1,25.0,WK_REG,13.0,618.1639820217204,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,494.53118561737625,494.53118561737625,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00330.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.05082134748962788,123.63279640434406,0.5082134748962788,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00330/,330,351,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00330.txt
9266,3,1.5753539611422926,1.5753539611422926,input_00331,32,1,FLAT,10.0,2100.0,1.0,0.1,25.0,WK_REG,14.0,669.5254334854744,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,535.6203467883795,535.6203467883795,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00331.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.046922678310142955,133.90508669709487,0.46922678310142957,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00331/,331,352,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00331.txt
5451,3,2.6781017339418973,2.6781017339418973,input_00332,32,1,FLAT,10.0,2100.0,1.0,0.1,25.0,WK_REG,14.0,669.5254334854744,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,535.6203467883795,535.6203467883795,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00332.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.046922678310142955,133.90508669709487,0.46922678310142957,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00332/,332,353,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00332.txt
3816,3,3.8258596199169963,3.8258596199169963,input_00333,32,1,FLAT,10.0,2100.0,1.0,0.1,25.0,WK_REG,14.0,669.5254334854744,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,535.6203467883795,535.6203467883795,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00333.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.046922678310142955,133.90508669709487,0.46922678310142957,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00333/,333,354,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00333.txt
9265,3,1.6956255309591317,1.6956255309591317,input_00334,32,1,FLAT,10.0,2250.0,1.0,0.1,25.0,WK_REG,15.0,720.640850657631,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,576.5126805261048,576.5126805261048,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00334.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.043594429190669505,144.1281701315262,0.43594429190669504,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00334/,334,355,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00334.txt
5450,3,2.882563402630524,2.882563402630524,input_00335,32,1,FLAT,10.0,2250.0,1.0,0.1,25.0,WK_REG,15.0,720.640850657631,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,576.5126805261048,576.5126805261048,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00335.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.043594429190669505,144.1281701315262,0.43594429190669504,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00335/,335,356,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00335.txt
3816,3,4.117947718043605,4.117947718043605,input_00336,32,1,FLAT,10.0,2250.0,1.0,0.1,25.0,WK_REG,15.0,720.640850657631,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,576.5126805261048,576.5126805261048,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00336.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.043594429190669505,144.1281701315262,0.43594429190669504,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00336/,336,357,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00336.txt
9266,3,1.8154268473410602,1.8154268473410602,input_00337,32,1,FLAT,10.0,2400.0,1.0,0.1,25.0,WK_REG,16.0,771.5564101199506,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,617.2451280959605,617.2451280959605,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00337.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.04071760162165438,154.31128202399012,0.4071760162165438,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00337/,337,358,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00337.txt
5451,3,3.0862256404798023,3.0862256404798023,input_00338,32,1,FLAT,10.0,2400.0,1.0,0.1,25.0,WK_REG,16.0,771.5564101199506,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,617.2451280959605,617.2451280959605,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00338.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.04071760162165438,154.31128202399012,0.4071760162165438,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00338/,338,359,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00338.txt
3816,3,4.408893772114003,4.408893772114003,input_00339,32,1,FLAT,10.0,2400.0,1.0,0.1,25.0,WK_REG,16.0,771.5564101199506,0.5,10.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,617.2451280959605,617.2451280959605,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00339.txt,50,4,1.0,50.0,50.0,4,35.0,0.05,150,0.04071760162165438,154.31128202399012,0.4071760162165438,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00339/,339,360,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00339.txt
9265,3,0.4524304991515562,0.4524304991515562,input_00340,32,1,FLAT,15.0,750.0,1.0,0.1,25.0,WK_REG,5.0,192.28296213941138,0.75,15.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,153.8263697115291,153.8263697115291,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00340.txt,50,4,1.0,50.0,50.0,4,85.0,0.05,150,0.16338382863646736,38.45659242788228,2.4507574295470103,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00340/,340,370,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00340.txt
5450,3,0.7691318485576456,0.7691318485576456,input_00341,32,1,FLAT,15.0,750.0,1.0,0.1,25.0,WK_REG,5.0,192.28296213941138,0.75,15.0,0.0,0.0,3.0,F,F,T,T,0.0,0.0,0.0,153.8263697115291,153.8263697115291,0.0,0.5,3.0,0.05,T,0.65,0.35,BINARY,T,T,T,F,F,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/stations/stations_00341.txt,50,4,1.0,50.0,50.0,4,50.0,0.05,150,0.16338382863646736,38.45659242788228,2.4507574295470103,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/output_raw/out_raw_00341/,341,371,/lustre/scratch/rschanta/USACE/Flat_Tank/DX_Study/bathy/bathy_00341.txt
